Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1983-10-31,56.477093024,85.288256882,58.058103314,64.735128239,43.567783493,44.45962169,46.244192007,45.606020833,59.642182793,50.432110658,51.916779525,55.368492732,43.859997456,50.342617319,52.749115767,58.557352668,52.016128017,72.517810205,44.346082607,48.944036514,33.165223632,38.021439772,47.139744262,62.196245242,54.035577794,51.949435836,55.871346374,62.432765216,42.764016917,41.299110566,60.710031833,41.276261678,48.132380072,66.987251953,49.85261025,84.891088158,40.96818407,49.382812139,40.151897814,53.039278856,52.479555104,54.053259787,73.418189313,50.144483695,45.813488161,50.442719192,38.259706618,67.650763111,46.095568525,64.228199074
1983-11-30,56.798583389,85.385095022,58.120790909,64.502417362,43.575935633,44.381020219,46.490090359,45.881428909,59.64144456,50.55292061,51.873448775,55.313709609,43.830866162,50.279932166,52.625247496,58.715892692,52.185658543,72.452228682,44.85971379,49.126538324,33.538260144,37.936326507,46.891801861,62.278426394,53.925427972,52.007960197,56.115821414,62.403920835,43.03845484,41.428804403,60.871395212,41.974448897,48.487767082,68.025632954,49.922382588,84.533192364,40.94694596,49.747016033,40.089138485,53.092374399,53.028842478,53.963660039,73.709252213,50.011912532,46.059015094,50.453293892,38.339955052,67.940115044,46.013154051,64.411745781
1983-12-31,57.235458929,85.337066891,58.325774291,64.354975737,43.628950652,44.44803068,46.716668058,46.103758236,59.723008689,50.676838875,51.903153231,55.285589603,43.713148033,50.163571548,52.437559719,58.868741218,52.258157153,72.434685846,45.341379447,49.291752477,33.930338734,38.021377094,46.76028015,62.371994709,53.789290175,52.025714119,56.398182141,62.387237067,43.318768694,41.62274132,61.092134583,42.51112762,48.958237178,68.871204569,49.941105298,83.968593156,40.893963401,49.873515422,39.948484495,53.213799009,53.657565783,53.690422649,73.712289059,49.814812874,46.345198841,50.551556479,38.379439526,68.015157536,46.124390992,64.615500085
1984-01-31,57.688169095,85.173668323,58.689704313,64.23254173,43.752084953,44.613755341,47.015189571,46.314427519,59.87444041,50.89599402,51.973273185,55.261390236,43.639991455,50.078844426,52.193159839,58.926602931,52.296178414,72.404044203,45.82274906,49.369162941,34.384138424,38.242947454,46.780183947,62.492504051,53.654014265,52.015080757,56.637151201,62.400876219,43.653454737,41.861651486,61.329730019,42.793509434,49.353567265,69.5073733,49.764937674,83.390493149,40.723235089,49.850410735,39.837668028,53.438182085,54.349833617,53.325276812,73.477029923,49.649972279,46.671563745,50.737644437,38.579557106,67.847580367,46.260754824,64.662150313
1984-02-29,58.037246293,84.93652572,59.193424981,64.152749346,43.888101834,44.807207181,47.41861844,46.569496193,59.97435118,51.2081866,52.052827018,55.245002702,43.731982725,50.114637541,51.972219768,58.874921912,52.266457194,72.246021117,46.336821729,49.492602227,34.866705037,38.373755552,46.916539026,62.559722379,53.638018134,51.985354324,56.788543257,62.449573678,44.057264855,42.131253118,61.436275094,42.997369861,49.660621655,69.944915916,49.493280298,82.935746603,40.471441891,49.933623054,39.892183698,53.724654846,55.043833425,53.026283361,73.375842899,49.570327809,47.025141792,50.978758072,38.971623074,67.408226274,46.33873042,64.497568676
1984-03-31,58.305306715,84.757851798,59.801166975,64.188844938,44.047287907,44.935982329,47.976638827,46.85583813,60.081821666,51.495670105,52.110095077,55.247828093,43.986965016,50.427004958,51.899731164,58.823616023,52.142486408,72.13575492,46.897697327,49.844623421,35.382343073,38.367837327,47.131916044,62.466894888,53.84131515,51.929971616,56.822041866,62.459759407,44.518170361,42.568827614,61.311323574,43.415638419,49.958391191,70.201046848,49.47236465,82.740758371,40.232764552,50.111467414,40.146871591,53.971705396,55.664017967,53.018630761,73.589355859,49.527196245,47.384936294,51.306653618,39.41036642,66.715397204,46.498008971,64.165541868
1984-04-30,58.612646828,84.839853922,60.432697279,64.288265245,44.241117332,45.044659674,48.682576147,47.155628584,60.443365685,51.711321349,52.149666357,55.280588853,44.370316951,50.997123373,51.994753566,58.927649983,51.986776017,72.294465435,47.541009936,50.378269122,35.966730374,38.394946724,47.43894731,62.159292731,54.26076594,51.846015606,56.753232502,62.362455911,45.082753804,43.166377751,61.080498301,44.141396198,50.323224233,70.296760514,49.795682474,82.79447708,40.028303525,50.292359374,40.524510773,54.100205896,56.152464149,53.089871112,73.971172932,49.509760671,47.759190338,51.634892319,39.723482846,65.860895695,46.848658621,63.760883571
1984-05-31,58.942550647,85.21919449,60.946472363,64.324804399,44.386545105,45.198296181,49.451013119,47.491189092,61.081144234,51.896318797,52.180201114,55.343757723,44.753426643,51.47154735,52.14648216,59.181683179,51.845233525,72.640868555,48.256891514,50.89292789,36.682090998,38.525869467,47.836474493,61.796056447,54.774651282,51.767919473,56.632757497,62.157449379,45.817193667,43.888082568,61.046642608,45.089074068,50.678267185,70.257567789,50.181188982,82.916894574,39.854259003,50.570004956,40.964505758,54.051230851,56.519699403,52.68228907,74.427926033,49.564285581,48.156589541,51.97683031,39.803872243,64.941371735,47.269507288,63.394764138
1984-06-30,59.205596245,85.668275075,61.277932797,64.284992387,44.46985014,45.345825246,50.180234324,47.874444328,61.614665485,52.020804243,52.17615625,55.457812026,44.959126932,51.560926711,52.306004267,59.474316448,51.806405084,72.891945452,48.925012913,51.255935096,37.504823694,38.639209988,48.227863213,61.720624832,55.231122062,51.713942368,56.484309507,61.865705988,46.632730869,44.723755867,61.349950002,46.120761217,50.848618012,70.134931928,50.286021438,82.911896873,39.689260165,51.018782915,41.407291283,53.813515485,56.829680378,51.911459131,74.94008427,49.730363519,48.522309962,52.452915239,39.812784385,64.049685332,47.584506447,63.109544049
1984-07-31,59.320680751,85.994390181,61.517098163,64.258781815,44.547131597,45.378336304,50.775305256,48.245012947,61.835808346,52.202135429,52.130803668,55.660133093,44.968926988,51.429270078,52.518541237,59.674016964,51.899164364,72.860948169,49.401937219,51.386130148,38.326560347,38.597338157,48.463166361,62.010753049,55.573379999,51.660133594,56.335393396,61.512169291,47.344911227,45.465729724,61.863912465,46.958325327,50.891435057,70.000113821,50.169990142,82.680509325,39.528782997,51.369298449,41.785839,53.56393504,57.117216971,51.876458191,75.647645997,49.941895052,48.797407028,52.991400774,39.931814818,63.246085976,47.67207397,62.885884334
1984-08-31,59.165370353,86.211616484,61.661252544,64.351748304,44.66974969,45.308922321,51.160864006,48.540961314,61.771003275,52.636004742,52.059046173,55.939498185,44.845214778,51.339780868,52.704165791,59.715994986,51.999806828,72.609466456,49.649633199,51.335361156,39.037870681,38.413644734,48.551230217,62.382109729,55.875043452,51.597504308,56.188240039,61.165326028,47.853075339,45.847320241,62.396441739,47.441200232,50.969461303,69.860229502,50.008892067,82.333980837,39.550868732,51.586305211,42.10093095,53.425949051,57.374467763,52.798711191,76.142230768,50.082938892,48.980143196,53.247198094,40.107190352,62.54335976,47.527297268,62.708298681
1984-09-30,58.702874475,86.303658014,61.640385189,64.59634125,44.834363656,45.243574015,51.369990875,48.763130952,61.389386193,53.127083102,51.955643688,56.206921716,44.781923117,51.361603923,52.768134862,59.666158557,52.046949824,72.285390678,49.749006652,51.298843226,39.620333542,38.26791827,48.638696378,62.61272967,56.050214831,51.543206792,56.035857581,60.912798909,48.204602355,45.928110889,62.859594187,47.811834788,51.189329818,69.681195833,49.917026266,82.012759653,39.977523905,51.741363629,42.392314782,53.431590443,57.585273296,53.915868361,76.11086802,50.06047702,49.059554501,53.049355456,40.271444825,61.975668768,47.22886729,62.555639686
1984-10-31,58.02613455,86.089373844,61.588652791,64.950068813,44.960582136,45.248653415,51.552298236,48.936763775,60.715494913,53.375901287,51.859544678,56.318498497,44.858814361,51.603915158,52.755105698,59.607320166,52.039041262,71.845108853,49.795879962,51.404684979,40.180382237,38.320375167,48.792042896,62.7025775,55.988742907,51.510798848,55.930400572,60.768281455,48.515120618,46.089425589,63.227085038,48.283000215,51.626518166,69.481850258,49.872847716,81.61323322,40.741266572,51.738667614,42.711584504,53.619564968,57.745324584,54.861873619,76.071621017,49.90532273,49.03566505,52.769063976,40.40741124,61.593547363,46.83330444,62.378726607
1984-11-30,57.355904993,85.479311497,61.62107747,65.327070729,45.018935425,45.320187801,51.898257744,49.107011539,60.519927529,53.462721666,51.888464373,56.210227268,44.896819988,52.032812597,52.712405522,59.652700095,52.068132284,71.216218741,49.863859979,51.654744199,40.759152858,38.518691058,48.941392759,62.777137701,55.871571106,51.489517735,55.91315329,60.715650784,48.862626574,46.56295782,63.458619998,48.77969836,52.133024232,69.313516109,49.73920114,81.079557819,41.535021422,51.711801833,43.092309054,53.923780577,57.859936781,55.517055691,76.090127969,49.821591714,48.967355399,52.762036761,40.511747148,61.481839714,46.51044205,62.174755837
1984-12-31,56.98347119,84.608550776,61.636251662,65.633637821,45.097664738,45.42445693,52.539498346,49.357103753,61.067840957,53.601152307,52.051746334,55.948398258,44.860987461,52.393428551,52.620061116,59.849882789,52.295155354,70.61222182,50.026232536,51.97810937,41.408652705,38.784182368,48.99058206,63.043741789,55.877639858,51.467772633,55.938608596,60.787021392,49.290384508,47.160311552,63.524683753,49.311225859,52.485507872,69.224488802,49.643920845,80.678822007,41.949982669,51.783550877,43.500083339,54.302756703,57.922561003,55.897765499,75.934804134,49.921798049,48.953496593,53.017322897,40.659185049,61.717600884,46.443554897,62.054213249
1985-01-31,57.323831652,83.757392674,61.49713391,65.826807312,45.253964091,45.450137013,53.322227319,49.773244445,61.414967644,53.792303535,52.205279694,55.67839116,44.972246078,52.58617442,52.460036703,60.138690409,52.643386231,70.314539654,50.343829767,52.254728162,42.153814417,38.990355862,49.005021639,63.56528366,56.058538718,51.460255934,55.92983636,60.99254511,49.790081945,47.59673959,63.451355051,49.954708166,52.728718403,69.24231353,49.6642536,80.504516326,41.699675415,51.878465332,43.872093241,54.743015275,57.906326696,56.054854163,75.737836346,50.042252117,49.085749596,53.386775984,40.808312007,62.306383606,46.542070257,62.111626881
1985-02-28,58.245434502,83.187585889,61.24342856,65.823816948,45.465237863,45.312380552,54.075570706,50.323410989,61.42910964,53.724686355,52.244019207,55.562728825,45.233412955,52.69480638,52.297656812,60.407518741,52.938634859,70.435550538,50.821184114,52.420821084,42.94071439,39.036698735,49.088390241,64.215094321,56.430363928,51.495969732,55.882036899,61.293704405,50.402963556,47.93743939,63.357893787,50.627706337,53.054165585,69.330341842,49.772422569,80.358273788,41.056491464,51.940012697,44.223842193,55.148276411,57.79190196,56.121745548,75.690304395,50.041197476,49.405235879,53.688535302,40.835169931,63.13958052,46.734232844,62.313223972
1985-03-31,59.004431091,82.99675563,61.095624991,65.584223305,45.676991636,45.14152024,54.894672297,50.877009749,61.403055952,53.050294892,52.169393005,55.672092855,45.407994114,52.86043489,52.21436882,60.4485777,53.151749645,70.931535476,51.414882068,52.583297159,43.88976498,39.087219103,49.112101804,64.968581858,56.87550795,51.588477697,55.910248734,61.593337477,51.250182516,48.436574596,63.359704325,51.278640103,53.444261527,69.449543652,50.000790442,80.135485259,40.458282769,52.061252298,44.636666529,55.414824437,57.585914883,56.157040301,75.761269599,49.9717519,49.908539655,53.991547872,40.800370355,63.990628862,47.042707906,62.537041265
1985-04-30,59.369717222,83.150673422,61.144802389,65.25684225,45.810780969,45.084281068,55.799918166,51.361305503,61.271611381,52.698346243,52.017770477,55.962245198,45.447484183,53.13855786,52.267934298,60.11922067,53.295225352,71.506253851,52.071185418,52.875346717,45.086202403,39.272806853,48.791696557,65.790365698,57.256978332,51.691911101,56.061359663,61.694720725,52.311749925,49.192451953,63.558907022,51.875043431,53.81237974,69.613672229,50.33824768,79.81800659,40.034202486,52.420876258,45.154743302,55.621462749,57.322411453,56.191559866,75.852749154,49.864374318,50.547802524,54.40268428,40.802571383,64.632758314,47.369666138,62.656607627
1985-05-31,59.678028339,83.451753303,61.34901136,65.139295101,45.978149905,45.164412405,56.701999254,51.796625853,61.215496979,53.532758951,51.855976165,56.351184221,45.566029879,53.350391402,52.487112535,59.501713065,53.38865134,71.755049659,52.751161495,53.274201374,46.35218245,39.542118549,47.86430401,66.529718236,57.6464282,51.774732281,56.263337518,61.517739207,53.42271439,50.077933775,63.983319495,52.515756914,54.144628291,69.816820451,50.607181126,79.461572866,39.748939186,53.068291673,45.76754565,55.879442913,57.059327896,56.40474243,75.965622271,49.732082136,51.196544196,54.712984468,40.793970682,64.939192938,47.628393068,62.613645076
1985-06-30,60.141133682,83.512056039,61.649324159,65.483412036,46.352641543,45.290735015,57.556097247,52.148869967,61.108237862,54.677010746,51.755433882,56.740852099,45.860740916,53.311582016,52.855069067,58.916238555,53.401079681,71.558432512,53.400622931,53.673129623,47.62224715,39.826496108,46.547078516,67.070767472,58.083228545,51.880813603,56.457349045,61.260939704,54.507874716,50.939076923,64.420764413,53.472705784,54.422856144,70.010628676,50.613251777,79.237880774,39.564503395,53.87462776,46.407215151,56.17287626,56.865047427,56.824079436,76.042394966,49.670501462,51.757147847,54.945457546,40.795660529,64.854439468,47.810526612,62.435148499
1985-07-31,60.60139905,83.027207344,61.98353062,66.167355148,46.770789773,45.312225208,58.39052793,52.343709515,60.997527982,55.515021937,51.784946784,56.986789981,46.160850381,53.128812575,53.203124364,59.050939635,53.31785278,71.134852068,54.009566188,53.975781084,48.845465344,40.09592954,46.340664817,67.370969681,58.54506187,52.035931754,56.589394379,61.15371896,55.619356627,51.736909556,64.584156883,54.630262153,54.786365243,70.13143015,50.64987706,79.217796256,39.535330389,54.411466276,47.027029487,56.379115384,56.787727743,57.267436555,76.098542977,49.743140866,52.262224177,55.26165381,40.939317195,64.369384828,47.923765689,62.178174206
1985-08-31,60.834296243,82.120442433,62.326506955,66.804390642,47.091611678,45.073004122,59.266075383,52.490224599,61.389193873,56.066257266,52.025398979,57.016950754,46.517454111,53.013355855,53.336720361,59.833691486,53.369412498,70.677123644,54.670368793,54.127920397,49.850284009,40.261459492,47.715372287,67.407819809,58.935294689,52.24708,56.658794242,61.259035088,56.810043586,52.501144906,64.513709475,55.505749798,55.190904158,70.137587321,50.92736829,79.13513041,39.646110724,54.493448252,47.6957386,56.543566617,56.832710582,57.652631824,76.334745455,49.894096287,52.745361857,55.579168388,41.158480691,63.55829455,47.88888903,61.890973901
1985-09-30,60.838178372,81.179301168,62.621019257,67.222056491,47.317441988,44.633009845,60.232338659,52.735502207,61.844119169,56.380235904,52.429247984,56.933383047,46.834752315,53.106972884,53.239599935,60.357410759,53.616687776,70.225739621,55.479798356,54.118175177,50.807168107,40.422392298,49.143961744,67.20601996,59.088436727,52.551395314,56.721727353,61.530958924,58.070867561,53.215864924,64.507868182,55.824217062,55.488621699,70.010645567,51.252581076,78.801509834,39.779277018,54.5632573,48.489949409,56.67074488,56.965258612,57.908110682,76.519232908,50.005548061,53.162071498,55.758983617,41.168927662,62.592409277,47.777279708,61.680265219
1985-10-31,60.942515326,80.507611254,62.772259605,67.469221808,47.384607593,44.526949516,61.196452521,53.1086532,61.896609551,56.569743418,52.839456531,56.885604914,46.951048018,53.346266632,53.063217968,60.411786628,53.84424985,69.765470872,56.388906586,54.182870538,51.945428711,40.673022665,49.800634643,66.908135496,59.136096702,52.976915416,56.782208554,61.849734622,59.226177235,53.996147338,64.72167517,56.182495896,55.642681016,69.789652027,51.36660584,78.147983501,39.891231003,54.876965823,49.389782886,56.711128289,57.130942119,58.010204743,76.417352509,50.025090259,53.476247641,55.763091084,41.004445063,61.748302796,47.724499808,61.645036879
1985-11-30,61.217805029,80.186340875,62.799204811,67.585352619,47.396407985,44.865001142,61.974513401,53.623207347,61.61215646,56.640251295,53.176143045,56.903243118,47.008734658,53.612076822,52.984956885,60.390210713,54.052853643,69.227824784,57.205399311,54.525127189,53.054222247,40.81475284,49.988200403,66.641968782,59.189626365,53.474864448,56.854925685,62.135910974,60.212996553,54.753781253,65.135491965,56.893786294,55.716708654,69.586330985,51.237956777,77.3370548,39.908769903,55.177273321,50.235444121,56.820886689,57.27180164,58.117174855,76.042790294,49.995433031,53.688227947,55.767377687,40.906481435,61.314535524,47.765018096,61.738841687
1985-12-31,61.429029844,80.070586395,62.872525663,67.620285914,47.469212205,45.274740173,62.610475887,54.204858862,61.366192758,56.799312648,53.454338442,56.900834952,47.095903091,53.865506837,53.066939868,60.382002744,54.205334416,68.89193064,57.807251711,54.938182483,53.960477606,40.87507268,50.070206196,66.53972082,59.206367809,53.959150554,56.948655186,62.406183815,61.191516056,55.372826828,65.575936131,57.818930645,55.802019362,69.511422541,51.264147267,76.860576778,39.677742192,55.394905107,50.935959699,57.00815716,57.345662001,58.369903673,75.66079933,49.946388227,53.844273839,55.857396461,40.972403305,61.395820915,47.92144511,61.800449929
1986-01-31,61.549395629,80.057489401,63.05285562,67.585374258,47.575913,45.594968346,63.338290422,54.754209611,61.429088693,57.009155459,53.752749461,56.827485952,47.149563574,53.991623358,53.233594477,60.34365351,54.182406794,69.013806131,58.225699809,55.243012765,54.7828582,40.950715339,50.062911599,66.717039455,59.162176396,54.371451736,56.946083012,62.675222427,62.189980333,56.049441714,65.913367796,58.70459249,55.89061451,69.589040077,51.550121459,76.897760664,39.257231217,55.567449833,51.549943801,57.221589839,57.372037387,58.753072414,75.598326882,49.89963681,54.047607873,56.027451568,41.148318537,61.835710714,48.140015338,61.648808605
1986-02-28,61.808011549,80.132682176,63.365375952,67.537014848,47.84525008,45.790843519,64.406108252,55.281272307,61.895637975,57.142094497,54.140806095,56.733591705,47.277263242,54.054432936,53.360305732,60.491568012,54.184869354,69.413978269,58.570179456,55.474218473,55.674742063,41.063669351,49.724745876,67.113678812,59.124258552,54.671381432,56.815366465,62.967325294,63.155185575,56.865126417,66.184558261,59.479446335,56.047852407,69.763571291,51.93367281,77.250994018,38.79848081,55.778352571,52.129245563,57.426031544,57.385259443,59.172454599,75.5161974,49.899588986,54.363175469,56.374037286,41.27193124,62.390146048,48.359813602,61.253604444
1986-03-31,62.326946641,80.262711874,63.914880061,67.693848559,48.2218975,45.970141726,65.85707377,55.783719238,62.453456204,57.341216337,54.533753882,56.715568068,47.593763421,54.285446638,53.392780195,60.848103766,54.408587377,69.884862048,58.921616969,55.745854521,56.670814676,41.372912057,49.023332874,67.524958756,59.32902836,54.836747771,56.66318443,63.282869212,64.195364958,57.797555761,66.407173241,60.322854758,56.362663647,70.006698402,52.255885668,77.697078391,38.501460918,56.128058839,52.779065508,57.560321249,57.393211377,59.55436885,75.634185258,50.022064669,54.796739822,56.758826118,41.293175891,62.908303247,48.559267761,60.764697195
1986-04-30,62.800032528,80.441638792,64.674601028,67.967182719,48.549418596,46.137129171,67.488229364,56.310364617,62.710408605,57.732885019,54.765352364,56.943615819,48.073379081,54.922472883,53.405944044,61.288200828,54.713047375,70.287181602,59.388516798,56.214849478,57.620136132,41.821408225,48.878819591,67.748598587,59.794755896,54.85448115,56.535157332,63.543148919,65.412593648,58.774565984,66.560903171,61.278898966,56.910904555,70.271879118,52.444979011,77.991069884,38.808793033,56.66567291,53.662108172,57.77313818,57.403320671,59.934280337,76.242216514,50.245421587,55.329026592,57.087561932,41.515230122,63.361000537,48.772722881,60.328413823
1986-05-31,62.978193575,80.583898918,65.340345208,68.092310613,48.914179061,46.208008207,69.188864316,56.952315261,63.095930453,58.16772709,54.822175843,57.352304814,48.685079285,55.86950128,53.502275987,61.704600477,55.094259715,70.376653732,60.028966389,56.884816914,58.581287091,42.164363734,49.730153984,67.718592568,60.321732527,54.70357027,56.457486232,63.678426581,66.781005748,60.013360288,66.650878674,62.370278213,57.551937998,70.455534634,52.864458962,77.907012027,39.560294162,57.403146229,54.804401985,58.267877275,57.377372087,60.248514301,76.541296938,50.412553319,55.99387453,57.564948977,41.865281257,63.851888827,49.077229706,60.054071583
1986-06-30,62.946301894,80.416121237,65.649747614,68.06099773,49.408498153,46.150571154,71.088427292,57.683472911,63.518624348,58.564578354,54.803407099,57.625707602,49.324880526,56.564947787,53.623990427,62.011434115,55.53997319,70.000371997,60.828628274,57.581968566,59.788732127,42.813937064,50.753357377,67.544604293,60.867511277,54.35466392,56.395153615,63.666015281,68.306062189,61.707869569,66.689620947,63.344424397,57.975132419,70.413036985,53.548480367,77.494618817,40.08566617,58.377361233,56.175926204,58.87996935,57.259888095,60.506264672,76.350621239,50.409188797,56.829267549,58.221495774,41.834724292,64.42312874,49.373969688,59.9439729
1986-07-31,63.235170591,79.746383836,65.607372056,68.028856622,49.829941735,46.059388442,73.157365391,58.462411107,63.802606532,58.876357394,54.77490715,57.648075791,49.888775746,56.779664202,53.698489551,62.203813102,55.792924989,69.155425387,61.748623598,58.158369724,61.059139122,43.68279841,51.29958844,67.366684661,61.41428831,53.806482436,56.68072325,63.504334482,69.805325259,63.396856196,66.733165654,64.392474923,58.317736504,70.117176634,53.997069636,76.968058429,40.121749179,59.47982022,57.789451834,59.352152337,57.102927039,60.790166912,76.090164227,50.222140796,57.767345554,58.860239226,41.660197784,64.921576584,49.528836214,59.82850145
1986-08-31,63.788116736,78.797757941,65.153780657,68.212330473,50.090338554,45.99402969,75.221455274,59.242379336,63.924551879,58.873094431,54.866828521,57.546800754,50.189957048,56.732805581,53.713533873,62.280805344,55.844383434,68.231588945,62.65247871,58.648964803,62.051543656,44.173634798,51.151846228,67.274177577,61.612516902,53.135091647,57.299502556,63.399303247,70.975500067,64.392191226,66.808478654,65.080523831,58.679959516,69.670770229,54.039540983,76.398809867,39.726274981,60.264915827,59.499007693,59.600848641,57.034809074,60.949391466,75.620904192,50.028775317,58.741050515,59.336843644,41.863379823,65.203899976,49.529469044,59.585467285
1986-09-30,64.031436043,77.875220752,64.358935052,68.552311678,50.244513736,45.917638648,77.190798261,59.831502357,63.853637784,58.906244927,55.231116735,57.477886536,50.331267563,56.727386401,53.56185029,62.276975877,55.96624219,67.831792383,63.526980164,59.187652273,62.785574846,44.26608288,50.692826935,67.271098171,61.564553294,52.522510055,57.698439793,63.506662081,71.988599795,65.123398077,66.89820239,65.682449762,58.863963331,69.19351776,54.047533379,75.742300413,39.194035209,60.715654894,61.240727126,59.568128707,57.178595,61.030089231,74.9592575,49.926497726,59.658686041,59.714892772,42.195498892,65.315468289,49.37203683,59.268370087
1986-10-31,64.134048365,77.133401025,63.723175195,68.7122039,50.533809216,45.804447887,78.968498411,60.28706944,63.740049459,59.213310006,55.797029163,57.420366748,50.560026147,56.852671956,53.274447963,62.283304976,56.317269788,67.652823846,64.426246637,59.731185446,63.70266013,44.290380759,50.732282738,67.376292018,61.650125599,52.11031307,57.738224927,63.704225755,73.179596449,66.443766167,67.021127332,66.759182201,58.994203543,68.80228986,54.281962408,75.028582038,39.126545939,61.184523167,63.209410963,59.393493097,57.554356467,61.303356366,74.419436518,49.824718525,60.413042683,60.018264478,42.288445411,65.334995541,49.25532298,58.968445
1986-11-30,64.345067593,76.576762995,63.860962303,68.630274964,50.929640472,45.640715769,80.521851758,60.882482698,63.814140875,59.57510947,56.339281933,57.305340663,50.811329366,56.964033588,53.10124406,62.317576765,56.671643912,67.315678142,65.337228881,60.220949761,64.672631773,44.58355237,51.138484432,67.561100964,61.836904382,51.921437168,57.600951737,63.873877364,74.276670998,68.019757966,67.124702837,67.855728492,59.118111581,68.577425415,54.471120644,74.381146121,39.484572458,61.699752334,65.39899308,59.357213666,57.995465348,61.789215998,74.063886483,49.780966161,61.05779074,60.26889639,42.216170037,65.215651723,49.278011563,58.663034276
1986-12-31,64.614194512,75.956009505,64.525158257,68.534435162,51.171190471,45.60144441,81.79525282,61.623483814,64.061859513,59.871740947,56.705485487,57.20847509,50.907467492,57.167990823,53.177215381,62.301418497,56.858830013,67.109383585,66.264294149,60.661398884,65.307764054,44.848362977,51.429258909,67.651151517,62.048181895,51.950473879,57.522103587,64.053192673,74.958534117,69.193174143,67.208009397,68.772956605,59.230213252,68.540719789,54.473916135,73.928388529,39.732812731,62.10415238,67.406792816,59.598394732,58.359688865,62.221622983,73.823291533,49.917708377,61.683994557,60.557266326,42.22035346,65.020954339,49.373152429,58.310452926
1987-01-31,64.845884414,75.069453517,65.065905875,68.624376003,51.463845604,45.849723528,82.809607625,62.325603581,64.194367353,60.115656912,56.988615338,57.195954103,50.790143461,57.481430111,53.431702227,62.238486834,56.983838021,67.150450546,67.179493397,61.007968751,65.845883656,45.012468543,51.697397935,67.679494366,62.362115012,52.252075339,57.49955019,64.329842068,75.459827472,70.035792858,67.336052285,69.319843848,59.527650605,68.653868036,54.675896524,73.662744825,39.827126935,62.494623331,68.844746327,60.073010368,58.607950619,62.492079909,73.725698976,50.127931338,62.312153811,60.81548708,42.5022882,64.90505598,49.545107455,57.959529276
1987-02-28,65.078707497,73.896765383,65.415415019,68.957315326,51.784753642,46.186345754,83.862266961,62.814373961,63.850138295,60.47453857,57.354267918,57.210814826,51.167036971,57.734274073,53.731264538,62.284065671,57.065594594,67.322226681,68.043994552,61.35279279,66.35066805,45.311007619,51.922090995,67.754297125,62.803526124,52.72942176,57.511876117,64.698617167,76.177935249,70.844944688,67.471321214,69.904275035,59.971889342,68.855906256,55.140772083,73.409567727,39.891900599,62.852253279,69.839168801,60.570937779,58.748143169,62.798601854,73.830903648,50.251362264,62.942910715,61.042654028,42.895162018,64.958030638,49.755981835,57.573866923
1987-03-31,65.371589994,72.45599091,65.545188008,69.455932804,52.222012796,46.258680443,85.223775797,63.126009593,63.730752364,60.96594884,57.754188044,57.131374541,52.104587407,57.963629157,53.972653378,62.598910144,57.176390426,67.553725152,68.934590824,61.927097295,66.949005211,45.788670808,52.071953091,67.798880979,63.280020522,53.153473238,57.591117328,65.036624037,77.29982186,71.937744708,67.500799709,70.822774111,60.287169264,69.068399063,55.647812502,72.952301033,39.944281771,63.375071527,70.973490025,60.879153876,58.814910461,63.250662854,73.923054939,50.316002797,63.674547643,61.395940008,43.126158067,65.252561235,50.017094173,57.037208075
1987-04-30,65.618512165,70.815230435,65.45197931,69.940653435,52.745224663,46.024752266,87.168703565,63.476989252,64.446477957,61.287889945,58.101405185,56.864615054,52.90671553,58.178455401,54.04883491,63.05856695,57.476959251,67.775843413,69.93044214,62.768711931,67.687308345,46.319205521,52.318938759,67.821515647,63.714718261,53.387767041,57.652562261,65.247701391,78.677182809,73.629943285,67.38663967,71.790545033,60.449666627,69.242825508,56.20353238,72.291585191,39.984572232,64.374995434,72.623909811,60.972400434,58.878677378,63.734271455,73.195621739,50.302005042,64.533702751,62.039412238,43.164540528,65.788287999,50.334591474,56.366858336
1987-05-31,65.779638244,69.090582428,65.420391863,70.185387952,53.226726201,45.682015545,89.412627672,64.075717141,65.088026099,61.451152326,58.469872745,56.42028604,53.574483906,58.387106381,53.939530804,63.485944434,58.063210883,67.662791654,70.97805732,63.810882533,68.474456268,46.829723608,52.743191212,67.89998876,64.085815817,53.366962797,57.522948938,65.346341549,79.865842327,75.561077687,67.251843,72.962027487,60.757587441,69.353486697,56.675920598,71.638521422,40.043306417,65.71001886,74.674514676,60.93495313,58.972899142,64.087112773,71.341900166,50.07942675,65.420920551,62.922896534,43.149937716,66.371897852,50.638005064,55.66840458
1987-06-30,65.900617809,67.434403133,65.56959643,70.132414523,53.778848861,45.304944532,91.353075709,64.945921823,65.417395923,61.839906979,58.981327422,55.860520387,54.106259759,58.643893125,53.762760071,63.726473177,58.7607864,66.998476585,72.013276167,64.896165451,69.194630174,47.385159548,53.089091338,67.997180162,64.322530248,53.146095902,57.22297435,65.372275329,80.613052155,77.161650708,67.276858747,74.324926828,61.232077378,69.376689567,56.943638341,70.993908155,40.032356783,67.063605613,76.765157329,60.871609412,59.019185778,64.224601595,70.686062967,49.661997273,66.264455695,63.873688383,43.231510444,66.750136,50.894720113,55.021473109
